"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0072678","T cell migration","12/449","65/18670",4.10690412291712e-08,1.24048702401226e-06,9.8969656732593e-07,"PIK3CD/ZAP70/ITGA4/CCR2/CXCL13/RIPOR2/CCR6/MYO1G/DOCK8/ITGB7/AIRE/CXCR3",12
"BP","GO:0002377","immunoglobulin production","20/449","193/18670",4.55986060761228e-08,1.36610458041067e-06,1.08991790133172e-06,"FCRL3/PTPRC/LAX1/CD28/POLQ/IL7R/GAPT/TNF/CCR6/CARD11/AICDA/BATF/C17orf99/TMIGD2/POU2F2/VPREB3/FOXP3/BTK/SASH3/CD40LG",20
"BP","GO:0032655","regulation of interleukin-12 production","11/449","54/18670",5.19439013001935e-08,1.54365545396139e-06,1.23157314373039e-06,"IL23R/SLAMF1/TIGIT/LTB/CCL19/IRF8/CCR7/ACP5/JAK3/LILRB1/CD40LG",11
"BP","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","8/449","24/18670",5.51486917053558e-08,1.62578343147389e-06,1.29709722890997e-06,"LCK/PTPRC/TRAT1/STAP1/TESPA1/PRKCB/CCR7/KCNN4",8
"BP","GO:0032633","interleukin-4 production","9/449","33/18670",5.73880964125899e-08,1.67837408952693e-06,1.33905558296043e-06,"CD28/CD86/ITK/IRF4/CD3E/CLECL1/FOXP3/SASH3/CD40LG",9
"BP","GO:0042269","regulation of natural killer cell mediated cytotoxicity","10/449","44/18670",6.98894584630836e-08,2.02789491682254e-06,1.61791344788556e-06,"SLAMF6/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/LILRB1/NCR1/SH2D1A",10
"BP","GO:0016064","immunoglobulin mediated immune response","21/449","218/18670",7.48353233096666e-08,2.13773772400094e-06,1.70554922891798e-06,"PTPRC/CR2/CR1/CD28/INPP5D/GAPT/LTA/TNF/CCR6/CD27/PTPN6/AICDA/BATF/CD19/C17orf99/FCER2/POU2F2/IGLL5/FOXP3/BTK/CD40LG",21
"BP","GO:0019722","calcium-mediated signaling","21/449","218/18670",7.48353233096666e-08,2.13773772400094e-06,1.70554922891798e-06,"PTPRC/ZAP70/CXCR4/CCR4/CCR9/CCR2/CCR5/TRAT1/TNF/CCR6/LAT2/PTK2B/CD3E/CXCR5/TNFSF11/PLCG2/P2RX5/CCR7/SLA2/CXCR3/BTK",21
"BP","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response","11/449","56/18670",7.73787282144779e-08,2.17664590435383e-06,1.73659130496615e-06,"PTPRC/CD28/GAPT/CCR6/AICDA/BATF/C17orf99/POU2F2/FOXP3/BTK/CD40LG",11
"BP","GO:0032615","interleukin-12 production","11/449","56/18670",7.73787282144779e-08,2.17664590435383e-06,1.73659130496615e-06,"IL23R/SLAMF1/TIGIT/LTB/CCL19/IRF8/CCR7/ACP5/JAK3/LILRB1/CD40LG",11
"BP","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","6/449","11/18670",7.80613534249945e-08,2.17921278311443e-06,1.73863923537488e-06,"PTPRC/CR1/LTA/TNF/PTPN6/FCER2",6
"BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","18/449","163/18670",8.15518828284625e-08,2.25953900919462e-06,1.80272583094496e-06,"TNFRSF8/PTPN22/CD2/SLAMF1/PTPRC/CCR2/CD86/CCL19/PTPN6/GPR18/RASGRP1/NLRC3/ACP5/LILRA4/LILRB1/CYBB/FOXP3/SASH3",18
"BP","GO:2000106","regulation of leukocyte apoptotic process","13/449","83/18670",8.67182989035341e-08,2.38475321984719e-06,1.90262536400291e-06,"PIK3CD/PDCD1/CCR5/IL7R/DOCK8/CCL19/CD3G/CD27/AURKB/CCR7/JAK3/LILRB1/BTK",13
"BP","GO:0050727","regulation of inflammatory response","28/449","374/18670",1.22574240579587e-07,3.34582278915392e-06,2.66939457262212e-06,"CNR2/GBP5/TNFAIP8L2/PTPRC/MIR205/CD28/FANCD2/CCR2/TLR10/TLR6/STAP1/LTA/TNF/GPSM3/PBK/AKNA/CD6/BIRC3/TNFSF11/SEMA7A/NLRC3/ADCY7/CCR7/MIR142/ACP5/TLR7/FOXP3/BTK",28
"BP","GO:0001906","cell killing","18/449","168/18670",1.29654141923602e-07,3.4874125035655e-06,2.78235895806854e-06,"IL23R/SLAMF6/PTPRC/STAP1/IL7R/NCR3/CRTAM/LAG3/PTPN6/KLRC4-KLRK1/RASGRP1/CORO1A/VAV1/FCER2/IL12RB1/LILRB1/NCR1/SH2D1A",18
"BP","GO:0071706","tumor necrosis factor superfamily cytokine production","18/449","168/18670",1.29654141923602e-07,3.4874125035655e-06,2.78235895806854e-06,"TNFRSF8/PTPN22/CD2/SLAMF1/PTPRC/CCR2/CD86/CCL19/PTPN6/GPR18/RASGRP1/NLRC3/ACP5/LILRA4/LILRB1/CYBB/FOXP3/SASH3",18
"BP","GO:0030101","natural killer cell activation","13/449","86/18670",1.33648952765009e-07,3.56881442709463e-06,2.84730377629802e-06,"PIK3CD/IL23R/PTPN22/CD2/PTPRC/CASP8/NCR3/TOX/KLRC4-KLRK1/RASGRP1/IL21R/CORO1A/NCR1",13
"BP","GO:0046638","positive regulation of alpha-beta T cell differentiation","10/449","47/18670",1.36736055069704e-07,3.62498102828675e-06,2.8921151216182e-06,"RUNX3/IL23R/ZAP70/CD86/MYB/CCL19/NCKAP1L/IL12RB1/FOXP3/SASH3",10
"BP","GO:0070098","chemokine-mediated signaling pathway","13/449","88/18670",1.76492689591602e-07,4.64553972246466e-06,3.70634648142364e-06,"CXCR4/CCR4/CCR9/CCR2/CCR5/CXCL13/CCR6/PTK2B/CCL19/CXCR5/CCL22/CCR7/CXCR3",13
"BP","GO:0002287","alpha-beta T cell activation involved in immune response","11/449","61/18670",1.94993261417292e-07,5.00463311109292e-06,3.99284161373492e-06,"IL23R/SLAMF6/EOMES/CD86/IRF4/MYB/CCL19/BATF/JAK3/IL12RB1/FOXP3",11
"BP","GO:0002293","alpha-beta T cell differentiation involved in immune response","11/449","61/18670",1.94993261417292e-07,5.00463311109292e-06,3.99284161373492e-06,"IL23R/SLAMF6/EOMES/CD86/IRF4/MYB/CCL19/BATF/JAK3/IL12RB1/FOXP3",11
"BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","11/449","61/18670",1.94993261417292e-07,5.00463311109292e-06,3.99284161373492e-06,"RUNX3/IL23R/CD86/IRF4/MYB/CCL19/NCKAP1L/JAK3/IL12RB1/FOXP3/SASH3",11
"BP","GO:0071887","leukocyte apoptotic process","14/449","104/18670",1.95567752509466e-07,5.00463311109292e-06,3.99284161373492e-06,"PIK3CD/FASLG/PDCD1/CCR5/IL7R/DOCK8/CCL19/CD3G/CD27/AURKB/CCR7/JAK3/LILRB1/BTK",14
"BP","GO:0002704","negative regulation of leukocyte mediated immunity","10/449","49/18670",2.0787224697993e-07,5.28282227669685e-06,4.214789007731e-06,"CD84/PTPRC/CR1/CCR2/CD96/IL7R/PTPN6/JAK3/LILRB1/FOXP3",10
"BP","GO:0001773","myeloid dendritic cell activation","8/449","28/18670",2.14158716515706e-07,5.36853653306378e-06,4.28317433031411e-06,"CD2/SLAMF1/CAMK4/DOCK2/IRF4/UBD/TSPAN32/BATF",8
"BP","GO:0045577","regulation of B cell differentiation","8/449","28/18670",2.14158716515706e-07,5.36853653306378e-06,4.28317433031411e-06,"FCRL3/INPP5D/CARD11/CD27/PTPN6/NCKAP1L/IKZF3/BTK",8
"BP","GO:0032623","interleukin-2 production","11/449","62/18670",2.31979620772797e-07,5.75261487629075e-06,4.58960318488326e-06,"CD247/PTPRC/CD28/CCR2/CD86/IRF4/CARD11/CD3E/LAG3/FOXP3/SASH3",11
"BP","GO:0001818","negative regulation of cytokine production","24/449","296/18670",2.32602338281498e-07,5.75261487629075e-06,4.58960318488326e-06,"IL23R/PTPN22/CD84/SLAMF1/PTPRC/INPP5D/CD96/TIGIT/TLR6/TNF/LAG3/PTPN6/NCKAP1L/GPR18/NLRC3/ADCY7/NLRC5/ACP5/JAK3/LILRA4/LILRB1/MIR155/FOXP3/BTK",24
"BP","GO:0045059","positive thymic T cell selection","6/449","13/18670",2.78289369894578e-07,6.79136641100344e-06,5.41834932112622e-06,"PTPRC/ZAP70/DOCK2/CD3E/CD3D/CD3G",6
"BP","GO:0045086","positive regulation of interleukin-2 biosynthetic process","6/449","13/18670",2.78289369894578e-07,6.79136641100344e-06,5.41834932112622e-06,"PTPRC/CD28/CD86/IRF4/CARD11/CD3E",6
"BP","GO:0002685","regulation of leukocyte migration","19/449","196/18670",2.83914719585862e-07,6.88306408995989e-06,5.49150839198971e-06,"ITGA4/CCR2/STAP1/CXCL13/ADTRP/RIPOR2/TNF/GPSM3/CCR6/PTK2B/DOCK8/CCL19/KLRC4-KLRK1/NCKAP1L/GPR18/CCR7/AIRE/RAC2/CXCR3",19
"BP","GO:0002712","regulation of B cell mediated immunity","10/449","51/18670",3.09615838209105e-07,7.40866470000359e-06,5.91084782035565e-06,"PTPRC/CR1/CD28/LTA/TNF/PTPN6/C17orf99/FCER2/FOXP3/BTK",10
"BP","GO:0002889","regulation of immunoglobulin mediated immune response","10/449","51/18670",3.09615838209105e-07,7.40866470000359e-06,5.91084782035565e-06,"PTPRC/CR1/CD28/LTA/TNF/PTPN6/C17orf99/FCER2/FOXP3/BTK",10
"BP","GO:0032680","regulation of tumor necrosis factor production","17/449","160/18670",3.26823863577118e-07,7.76997378891406e-06,6.19911070268856e-06,"TNFRSF8/PTPN22/CD2/SLAMF1/PTPRC/CCR2/CCL19/PTPN6/GPR18/RASGRP1/NLRC3/ACP5/LILRA4/LILRB1/CYBB/FOXP3/SASH3",17
"BP","GO:0032743","positive regulation of interleukin-2 production","8/449","30/18670",3.86599762013742e-07,9.01658305709266e-06,7.19369177417976e-06,"PTPRC/CD28/CCR2/CD86/IRF4/CARD11/CD3E/SASH3",8
"BP","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","8/449","30/18670",3.86599762013742e-07,9.01658305709266e-06,7.19369177417976e-06,"IL23R/CD86/MYB/CCL19/NCKAP1L/IL12RB1/FOXP3/SASH3",8
"BP","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","8/449","30/18670",3.86599762013742e-07,9.01658305709266e-06,7.19369177417976e-06,"SLAMF6/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/SH2D1A",8
"BP","GO:0032640","tumor necrosis factor production","17/449","163/18670",4.26656341005443e-07,9.88823029311356e-06,7.88911724877988e-06,"TNFRSF8/PTPN22/CD2/SLAMF1/PTPRC/CCR2/CCL19/PTPN6/GPR18/RASGRP1/NLRC3/ACP5/LILRA4/LILRB1/CYBB/FOXP3/SASH3",17
"BP","GO:0046629","gamma-delta T cell activation","6/449","14/18670",4.77125512660958e-07,1.09887969634727e-05,8.76718129514511e-06,"PTPRC/CCR9/JAML/NCKAP1L/GPR18/LILRB1",6
"BP","GO:0050868","negative regulation of T cell activation","14/449","112/18670",4.96061584283216e-07,1.13539561371655e-05,9.0585158869109e-06,"PLA2G2D/RUNX3/PTPN22/TNFAIP8L2/LAX1/CTLA4/TIGIT/CD86/RIPOR2/LAG3/PTPN6/JAK3/LILRB1/FOXP3",14
"BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","15/449","129/18670",5.0374398804504e-07,1.14586209626295e-05,9.14202052378036e-06,"PLA2G2D/RUNX3/PTPN22/TNFAIP8L2/LAX1/CTLA4/TIGIT/CD86/ADTRP/RIPOR2/LAG3/PTPN6/JAK3/LILRB1/FOXP3",15
"BP","GO:0032663","regulation of interleukin-2 production","10/449","54/18670",5.43666440124738e-07,1.2290863999139e-05,9.80600818384497e-06,"PTPRC/CD28/CCR2/CD86/IRF4/CARD11/CD3E/LAG3/FOXP3/SASH3",10
"BP","GO:0048872","homeostasis of number of cells","21/449","246/18670",5.72568781789585e-07,1.28653412249672e-05,1.02643427954962e-05,"PIK3CD/DOCK10/INPP5D/CCR4/CCR2/IL7R/GAPT/CARD11/IKZF1/EZH2/SIT1/PTH/NCKAP1L/CCNB2/CORO1A/TNFRSF13B/CCR7/JAK3/FOXP3/GPR174/SASH3",21
"BP","GO:0002292","T cell differentiation involved in immune response","11/449","68/18670",6.14598494710937e-07,1.37260330485443e-05,1.09510277239403e-05,"IL23R/SLAMF6/EOMES/CD86/IRF4/MYB/CCL19/BATF/JAK3/IL12RB1/FOXP3",11
"BP","GO:0050777","negative regulation of immune response","16/449","150/18670",6.87747097043251e-07,1.52671569433999e-05,1.21805811163082e-05,"CD84/PTPRC/CR1/CTLA4/INPP5D/PDCD1/CCR2/CD96/IL7R/TNF/PTPN6/NLRC3/NLRC5/JAK3/LILRB1/FOXP3",16
"BP","GO:0032753","positive regulation of interleukin-4 production","7/449","23/18670",7.79921742589938e-07,1.72096504278079e-05,1.37303588216432e-05,"CD28/CD86/IRF4/CD3E/FOXP3/SASH3/CD40LG",7
"BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","13/449","100/18670",8.04648081634056e-07,1.76495725048899e-05,1.4081341428596e-05,"IL23R/PTPRC/CD28/CCR2/LTA/TNF/CCL19/C17orf99/FCER2/IL12RB1/FOXP3/BTK/SASH3",13
"BP","GO:0002717","positive regulation of natural killer cell mediated immunity","8/449","33/18670",8.60791230511987e-07,1.87693235765484e-05,1.49747113473683e-05,"SLAMF6/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/SH2D1A",8
"BP","GO:0001776","leukocyte homeostasis","12/449","86/18670",9.87925107805983e-07,2.14147295427356e-05,1.70852930408799e-05,"PIK3CD/DOCK10/CCR2/GAPT/SIT1/NCKAP1L/CCNB2/CORO1A/TNFRSF13B/JAK3/FOXP3/GPR174",12
"BP","GO:0042093","T-helper cell differentiation","10/449","58/18670",1.08786197199755e-06,2.34431074082514e-05,1.87035917992562e-05,"IL23R/SLAMF6/CD86/IRF4/MYB/CCL19/BATF/JAK3/IL12RB1/FOXP3",10
"BP","GO:0045066","regulatory T cell differentiation","8/449","34/18670",1.10214277566943e-06,2.3612768188034e-05,1.88389520957449e-05,"PLA2G2D/CR1/CD28/CTLA4/FANCD2/FUT7/LAG3/FOXP3",8
"BP","GO:0045622","regulation of T-helper cell differentiation","8/449","35/18670",1.39887491970914e-06,2.97968443880242e-05,2.37727876528605e-05,"IL23R/CD86/IRF4/MYB/CCL19/JAK3/IL12RB1/FOXP3",8
"BP","GO:0002821","positive regulation of adaptive immune response","13/449","105/18670",1.41691337314597e-06,3.00076194255339e-05,2.39409500979836e-05,"IL23R/PTPRC/CD28/CCR2/LTA/TNF/CCL19/C17orf99/FCER2/IL12RB1/FOXP3/BTK/SASH3",13
"BP","GO:2000107","negative regulation of leukocyte apoptotic process","9/449","47/18670",1.50420866976841e-06,3.15277997528576e-05,2.51537941040438e-05,"CCR5/IL7R/DOCK8/CCL19/CD27/AURKB/CCR7/JAK3/LILRB1",9
"BP","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","10/449","60/18670",1.50580536133051e-06,3.15277997528576e-05,2.51537941040438e-05,"IL23R/SLAMF6/CD86/IRF4/MYB/CCL19/BATF/JAK3/IL12RB1/FOXP3",10
"BP","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","8/449","36/18670",1.7610123377839e-06,3.64944873830635e-05,2.9116361711318e-05,"IL23R/CD86/MYB/CCL19/NCKAP1L/IL12RB1/FOXP3/SASH3",8
"BP","GO:0030888","regulation of B cell proliferation","10/449","61/18670",1.76282734170564e-06,3.64944873830635e-05,2.9116361711318e-05,"FCRL3/PTPRC/CTLA4/INPP5D/CARD11/NCKAP1L/TNFRSF13B/IKZF3/BTK/SASH3",10
"BP","GO:0001768","establishment of T cell polarity","5/449","10/18670",1.79476413393841e-06,3.69480772824752e-05,2.94782489037929e-05,"DOCK2/RIPOR2/DOCK8/CCL19/CCR7",5
"BP","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","6/449","17/18670",1.84915430021329e-06,3.78562977571442e-05,3.02028535701503e-05,"IL23R/SLAMF6/IRF4/BATF/IL12RB1/FOXP3",6
"BP","GO:0002260","lymphocyte homeostasis","10/449","62/18670",2.05722113419274e-06,4.18832037541449e-05,3.34156361023572e-05,"DOCK10/GAPT/SIT1/NCKAP1L/CCNB2/CORO1A/TNFRSF13B/JAK3/FOXP3/GPR174",10
"BP","GO:0050864","regulation of B cell activation","17/449","184/18670",2.33528344463873e-06,4.72830741400755e-05,3.7723809490318e-05,"FCRL3/PTPRC/CD28/CTLA4/INPP5D/CARD11/CD27/PTPN6/NCKAP1L/CD19/TNFRSF13B/IKZF3/SLA2/IGLL5/FOXP3/BTK/SASH3",17
"BP","GO:2000401","regulation of lymphocyte migration","10/449","63/18670",2.39348158878851e-06,4.81966101348944e-05,3.84526550329958e-05,"ITGA4/CCR2/CXCL13/ADTRP/RIPOR2/CCR6/PTK2B/DOCK8/KLRC4-KLRK1/AIRE",10
"BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","21/449","269/18670",2.43040020226513e-06,4.86740475290597e-05,3.88335684492362e-05,"FASLG/TRAF5/EDAR/CASP8/TRIM59/TLR6/RHOH/TNIP3/TIFAB/UBD/TNF/CARD11/CCL19/BIRC3/TNFSF11/NLRC3/PRKCB/CCR7/TLR7/PIM2/BTK",21
"BP","GO:0032673","regulation of interleukin-4 production","7/449","27/18670",2.599258595028e-06,5.14960641004203e-05,4.10850552117329e-05,"CD28/CD86/IRF4/CD3E/FOXP3/SASH3/CD40LG",7
"BP","GO:0036336","dendritic cell migration","7/449","27/18670",2.599258595028e-06,5.14960641004203e-05,4.10850552117329e-05,"CXCR4/CCR2/CCR5/CCR6/DOCK8/CCL19/CCR7",7
"BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","16/449","167/18670",2.87878527025268e-06,5.67290038549794e-05,4.52600464948818e-05,"TNFRSF9/TNFRSF8/AIM2/EDAR/CASP8/LTA/TNF/LTB/PTK2B/TNFSF8/BIRC3/CD27/TNFSF11/TNFRSF13B/CD70/CD40LG",16
"BP","GO:0019932","second-messenger-mediated signaling","28/449","439/18670",3.01461031914607e-06,5.90895692875174e-05,4.71433741398375e-05,"PTPRC/ZAP70/CXCR4/CCR4/CCR9/CCR2/CCR5/TRAT1/TNF/CCR6/LAT2/PTK2B/PTH/PDE3B/CALCA/CD3E/CXCR5/TNFSF11/GPR65/ADCY7/ADGRG5/PLCG2/P2RX5/CCR7/S1PR4/SLA2/CXCR3/BTK",28
"BP","GO:0001767","establishment of lymphocyte polarity","5/449","11/18670",3.22534978436626e-06,6.28857881237548e-05,5.01721077568084e-05,"DOCK2/RIPOR2/DOCK8/CCL19/CCR7",5
"BP","GO:0050856","regulation of T cell receptor signaling pathway","8/449","39/18670",3.36095283484904e-06,6.51847957706247e-05,5.20063228129272e-05,"LCK/PTPN22/TRAT1/PTPN6/TESPA1/CCR7/KCNN4/UBASH3A",8
"BP","GO:0002688","regulation of leukocyte chemotaxis","13/449","114/18670",3.61543407562554e-06,6.97532699930895e-05,5.56511842007282e-05,"CCR2/STAP1/CXCL13/RIPOR2/GPSM3/CCR6/PTK2B/CCL19/KLRC4-KLRK1/NCKAP1L/GPR18/CCR7/RAC2",13
"BP","GO:0032653","regulation of interleukin-10 production","9/449","52/18670",3.65120856441527e-06,7.0076581040991e-05,5.59091311426088e-05,"IL23R/CD28/TIGIT/IRF4/JAK3/LILRB1/FOXP3/SASH3/CD40LG",9
"BP","GO:0002363","alpha-beta T cell lineage commitment","6/449","19/18670",3.89137608121046e-06,7.39160869034049e-05,5.8972400405973e-05,"IL23R/SLAMF6/IRF4/BATF/IL12RB1/FOXP3",6
"BP","GO:0046641","positive regulation of alpha-beta T cell proliferation","6/449","19/18670",3.89137608121046e-06,7.39160869034049e-05,5.8972400405973e-05,"PTPRC/ZAP70/CD28/CCR2/CD3E/RASAL3",6
"BP","GO:0071219","cellular response to molecule of bacterial origin","18/449","212/18670",3.96053351759071e-06,7.48439282683168e-05,5.97126591882908e-05,"GFI1/PTPN22/IL24/KMO/CCR5/CD86/TLR6/STAP1/CXCL13/TNIP3/CD180/LY86/TNF/CD6/AICDA/KLRC4-KLRK1/IRF8/LILRB1",18
"BP","GO:0050855","regulation of B cell receptor signaling pathway","7/449","29/18670",4.38216132742507e-06,8.23891045487826e-05,6.57324199113761e-05,"PTPN22/FCRL3/STAP1/BLK/PAX5/PRKCB/CD19",7
"BP","GO:0050729","positive regulation of inflammatory response","15/449","153/18670",4.41609697435147e-06,8.2605671829874e-05,6.59052035766159e-05,"GBP5/CD28/CCR2/TLR10/TLR6/STAP1/LTA/TNF/GPSM3/CD6/TNFSF11/CCR7/MIR142/TLR7/BTK",15
"BP","GO:0071216","cellular response to biotic stimulus","19/449","236/18670",4.68386545686102e-06,8.71719404471356e-05,6.95483052685424e-05,"GFI1/PTPN22/IL24/KMO/CCR5/CD86/TLR6/STAP1/CXCL13/TNIP3/CD180/LY86/TNF/CD6/AICDA/KLRC4-KLRK1/IRF8/LILRB1/BTK",19
"BP","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","5/449","12/18670",5.41991919053546e-06,9.98542093130096e-05,7.96665876201488e-05,"CD28/LTA/TNF/CCR7/BTK",5
"BP","GO:0072540","T-helper 17 cell lineage commitment","5/449","12/18670",5.41991919053546e-06,9.98542093130096e-05,7.96665876201488e-05,"IL23R/SLAMF6/IRF4/BATF/IL12RB1",5
"BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","6/449","20/18670",5.44659323525507e-06,9.98542093130096e-05,7.96665876201488e-05,"IL23R/SLAMF6/IRF4/BATF/IL12RB1/FOXP3",6
"BP","GO:0043087","regulation of GTPase activity","29/449","479/18670",5.5536290708181e-06,0.000101312490722597,8.0830046872303e-05,"SMAP2/DEPDC1/ARHGAP30/ARHGAP25/DOCK10/RHOH/CXCL13/DOCK2/TAGAP/EZH2/PTK2B/DOCK8/CCL19/FGD3/RASGRP2/KLRC4-KLRK1/NCKAP1L/ARHGAP9/GPR65/RASGRP1/RASGRF1/CCL22/ACAP1/CCR7/ARHGAP45/VAV1/RASAL3/SH3BP1/ARHGAP4",29
"BP","GO:0032613","interleukin-10 production","9/449","55/18670",5.92015886663835e-06,0.00010746692326878,8.57402318616588e-05,"IL23R/CD28/TIGIT/IRF4/JAK3/LILRB1/FOXP3/SASH3/CD40LG",9
"BP","GO:0043547","positive regulation of GTPase activity","26/449","405/18670",6.06558424974541e-06,0.000109567048825058,8.74157730110368e-05,"SMAP2/DEPDC1/ARHGAP30/ARHGAP25/DOCK10/CXCL13/DOCK2/TAGAP/EZH2/PTK2B/DOCK8/CCL19/RASGRP2/NCKAP1L/ARHGAP9/GPR65/RASGRP1/RASGRF1/CCL22/ACAP1/CCR7/ARHGAP45/VAV1/RASAL3/SH3BP1/ARHGAP4",26
"BP","GO:0060402","calcium ion transport into cytosol","15/449","158/18670",6.56258039807194e-06,0.000117966384228757,9.4117006684544e-05,"LCK/MCOLN2/FASLG/PTPRC/CCR5/PTK2B/CCL19/MS4A1/PTPN6/PLCB2/CD19/CORO1A/PLCG2/P2RX5/CCR7",15
"BP","GO:0002700","regulation of production of molecular mediator of immune response","14/449","139/18670",6.70737482998992e-06,0.000119983865284043,9.57266116513124e-05,"FCRL3/PTPRC/CD28/CCR2/CD96/TNF/SEMA7A/C17orf99/JAK3/LILRB1/FOXP3/BTK/SASH3/CD40LG",14
"BP","GO:0034612","response to tumor necrosis factor","22/449","312/18670",7.3286437615807e-06,0.000130464020586594,0.000104087983860132,"TNFRSF9/TNFRSF8/AIM2/AFF3/EDAR/CASP8/UBD/LTA/TNF/LTB/PTK2B/CCL19/TNFSF8/BIRC3/CD27/TNFSF11/TCL1A/CCL22/TNFRSF13B/MIR142/CD70/CD40LG",22
"BP","GO:0022408","negative regulation of cell-cell adhesion","16/449","180/18670",7.59022681384897e-06,0.000134471085620353,0.00010728493669575,"PLA2G2D/RUNX3/PTPN22/TNFAIP8L2/LAX1/CTLA4/TIGIT/CD86/ADTRP/RIPOR2/AKNA/LAG3/PTPN6/JAK3/LILRB1/FOXP3",16
"BP","GO:0051056","regulation of small GTPase mediated signal transduction","23/449","338/18670",8.17332844199027e-06,0.000144108685687723,0.000114974093872973,"ARHGAP30/RALGPS2/ARHGAP25/GPR55/RHOH/RIPOR2/TAGAP/FGD3/ARHGAP9/PLEKHG7/GPR18/GPR65/RASGRP1/RASGRF1/ARHGAP45/VAV1/RASAL3/RAC2/CYTH4/SH3BP1/P2RY10/GPR174/ARHGAP4",23
"BP","GO:0051209","release of sequestered calcium ion into cytosol","13/449","124/18670",9.20935152103769e-06,0.000160987181807159,0.00012844024817179,"LCK/MCOLN2/FASLG/PTPRC/CCR5/PTK2B/CCL19/PTPN6/PLCB2/CD19/CORO1A/PLCG2/CCR7",13
"BP","GO:0002456","T cell mediated immunity","12/449","106/18670",9.21799060008427e-06,0.000160987181807159,0.00012844024817179,"IL23R/PTPRC/CCR2/IL7R/MYO1G/CD70/IL12RB1/LILRB1/AIRE/WAS/FOXP3/SASH3",12
"BP","GO:0002573","myeloid leukocyte differentiation","17/449","204/18670",9.38976967133037e-06,0.000161717028994087,0.000129022541449828,"PIK3CD/IL23R/CASP8/GPR55/INPP5D/CARTPT/CAMK4/IRF4/UBD/TNF/CCL19/TNFSF11/POU4F1/BATF/EVI2B/CCR7/LILRB1",17
"BP","GO:0032945","negative regulation of mononuclear cell proliferation","10/449","73/18670",9.39143669056573e-06,0.000161717028994087,0.000129022541449828,"PLA2G2D/CTLA4/INPP5D/CD86/LST1/PTPN6/TNFRSF13B/LILRB1/FOXP3/BTK",10
"BP","GO:0050672","negative regulation of lymphocyte proliferation","10/449","73/18670",9.39143669056573e-06,0.000161717028994087,0.000129022541449828,"PLA2G2D/CTLA4/INPP5D/CD86/LST1/PTPN6/TNFRSF13B/LILRB1/FOXP3/BTK",10
"BP","GO:0030099","myeloid cell differentiation","26/449","416/18670",9.75538835156222e-06,0.000167202818955846,0.0001333992639702,"PIK3CD/IL23R/CASP8/GPR55/INPP5D/GPR171/CARTPT/CAMK4/IRF4/UBD/TNF/IKZF1/PTK2B/CCL19/PTPN6/NCKAP1L/TNFSF11/POU4F1/BATF/PRKCB/IRF8/GP1BA/EVI2B/CCR7/JAK3/LILRB1",26
"BP","GO:0071222","cellular response to lipopolysaccharide","17/449","205/18670",1.00164291352917e-05,0.000170882135942361,0.000136334729897026,"GFI1/PTPN22/IL24/KMO/CCR5/CD86/STAP1/CXCL13/TNIP3/CD180/LY86/TNF/CD6/AICDA/KLRC4-KLRK1/IRF8/LILRB1",17
"BP","GO:0002833","positive regulation of response to biotic stimulus","19/449","249/18670",1.0138274800321e-05,0.000172163790963976,0.00013735727148822,"GBP5/PYHIN1/AIM2/SLAMF6/TXK/CD180/LY86/NCR3/CARD11/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/NLRC5/PLCG2/VAV1/ICAM3/ZBP1/SH2D1A",19
"BP","GO:0051283","negative regulation of sequestering of calcium ion","13/449","126/18670",1.09733026150173e-05,0.000185489083194215,0.000147988576551151,"LCK/MCOLN2/FASLG/PTPRC/CCR5/PTK2B/CCL19/PTPN6/PLCB2/CD19/CORO1A/PLCG2/CCR7",13
"BP","GO:0046633","alpha-beta T cell proliferation","7/449","33/18670",1.10374173551709e-05,0.000185720926729702,0.000148173548055719,"PTPRC/ZAP70/CD28/CCR2/DOCK2/CD3E/RASAL3",7
